Quizzer: [21:23:43] [34m[INFO][0m [<asynchronous suspension>] QuizzerLogger initialized with level: FINE. Logging to: runtime_cache\quizzer_log.txt
Quizzer: [21:23:43] [33m[WARNING][0m [#2      _QuizzerAppState.build (package:quizzer/main.dart:235)] _QuizzerAppState: BUILD CALLED. _criticalError is: null
Quizzer: [21:26:52] [34m[INFO][0m [#2      InboundSyncWorker.start (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_worker.dart:39)] Entering InboundSyncWorker start()...
Quizzer: [21:26:52] [34m[INFO][0m [#2      InboundSyncWorker.start (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_worker.dart:52)] InboundSyncWorker: Subscribing to onInboundSyncNeeded stream.
Quizzer: [21:26:52] [34m[INFO][0m [#2      InboundSyncWorker.start (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_worker.dart:61)] InboundSyncWorker: Performing initial inbound sync...
Quizzer: [21:26:52] [34m[INFO][0m [#2      runInitialInboundSync (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:242)] Starting initial inbound sync aggregator...
Quizzer: [21:26:52] [34m[INFO][0m [#2      DatabaseMonitor.requestDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:28)] Database access queued, waiting for lock release
Quizzer: [21:26:53] [34m[INFO][0m [#2      getPairsWithNullMediaStatus (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:949)] SUCCESS: Fetched 0 question-answer pairs with NULL has_media status.
Quizzer: [21:26:53] [34m[INFO][0m [#2      processNullMediaStatusPairs (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:963)] No pairs found with NULL has_media status to process.
Quizzer: [21:26:53] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:53] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:49)] Database access passed to next in queue
Quizzer: [21:26:53] [34m[INFO][0m [#2      MediaSyncWorker._runLoop (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:107)] MediaSyncWorker: Database access released after processing NULL has_media records.
Quizzer: [21:26:53] [34m[INFO][0m [#2      MediaSyncWorker._runLoop (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:112)] MediaSyncWorker: Signal received, performing sync actions...
Quizzer: [21:26:53] [34m[INFO][0m [#2      MediaSyncWorker._performSync (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:135)] MediaSyncWorker: _performSync() called.
Quizzer: [21:26:53] [34m[INFO][0m [#2      MediaSyncWorker._bruteForceDownloadAllSupabaseMedia (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:153)] MediaSyncWorker: Starting brute-force download of all Supabase media files.
Quizzer: [21:26:53] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:53] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:53)] Database lock released
Quizzer: [21:26:53] [34m[INFO][0m [#2      runInitialInboundSync (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:254)] Using effective last login timestamp: 2005-05-27T16:26:53.037950Z
Quizzer: [21:26:53] [34m[INFO][0m [#2      syncQuestionAnswerPairsInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:18)] Syncing inbound question_answer_pairs for user 807ee3e9-2f8c-4d33-8976-810191df9b02 since 2005-05-27T16:26:53.037950Z...
Quizzer: [21:26:53] [34m[INFO][0m [#2      syncQuestionAnswerPairsInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:29)] Found 332 new/updated question_answer_pairs to sync.
Quizzer: [21:26:53] [34m[INFO][0m [#2      DatabaseMonitor.requestDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:33)] Database access granted with lock
Quizzer: [21:26:53] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:56.594619_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:53] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:56.594619_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:53] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:56.594619_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:22.840929_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:22.840929_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:22.840929_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:56.541012_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:56.541012_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:56.541012_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:48.924946_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:48.924946_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:48.924946_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:47.266225_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:47.266225_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:47.266225_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:52.199540_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:52.199540_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:52.199540_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:56.886056_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:56.886056_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:56.886056_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:46.396125_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:46.396125_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:46.396125_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-08T00:17:16.351999Z_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-08T00:17:16.351999Z_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-08T00:17:16.351999Z_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:58.421777_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:58.421777_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:58.421777_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-08T00:17:05.248062Z_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-08T00:17:05.248062Z_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-08T00:17:05.248062Z_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:50.248855_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:50.248855_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:54] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:50.248855_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T15:12:13.940980_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:54] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T15:12:13.940980_77647c42-c888-47e3-8296-6fc452815810).
